album_id,title,record_type,record_label,critic_score,user_score,released,genres,tags,artists
382,Enjoy Yourself,LP,PWL Records,40.0,,2014-10-27,"['Dance-Pop', 'Teen Pop', 'Electro-Disco', 'Yé-yé', 'Bubblegum', 'Euro-Disco']","['love,  breakup,  female vocals,  optimistic,  party,  happy,  melodic,  rhythmic']",['Kylie Minogue']
383,Rhythm of Love,LP,PWL Records,65.0,,2014-10-27,"['Dance-Pop', 'New Jack Swing', 'Freestyle', 'Euro House', 'Hi-NRG']","['love,  rhythmic,  female vocals,  warm,  sensual,  optimistic,  melodic,  happy']",['Kylie Minogue']
385,Kylie Minogue,LP,Deconstruction,78.0,67.0,1994-09-19,"['Pop', 'Contemporary R&B', 'House', 'Downtempo', 'Dance-Pop', 'Deep House', 'Trip Hop', 'Art Pop']","['female vocals,  sensual,  lush,  nocturnal,  longing,  cold,  rhythmic,  mellow,  melodic,  love,  sentimental,  eclectic']",['Kylie Minogue']
386,Impossible Princess,LP,Deconstruction,73.0,74.0,1997-10-22,"['Art Pop', 'Electronic', 'Trip Hop', 'Alternative Dance', 'Drum and Bass', 'House', 'Downtempo', 'Pop Rock', 'Indie Pop']","['introspective,  eclectic,  female vocals,  atmospheric,  melancholic,  energetic,  rhythmic,  sensual,  melodic,  mysterious,  passionate,  poetic,  love,  sombre,  concept album,  pessimistic,  playful']",['Kylie Minogue']
387,Light Years,LP,Parlophone,73.0,68.0,2000-09-25,"['Dance-Pop', 'Disco', 'Euro-Disco', 'Electro-Disco', 'Nu-Disco', 'Eurodance']","['party,  female vocals,  passionate,  uplifting,  energetic,  optimistic,  warm,  eclectic,  happy,  quirky,  melodic,  rhythmic,  sensual,  playful,  love,  summer,  sarcastic']",['Kylie Minogue']
395,Golden,LP,BMG,,52.0,2018-04-06,"['Dance-Pop', 'Country Pop', 'Electropop']","['female vocals,  melodic,  romantic,  rhythmic,  optimistic,  sentimental']",['Kylie']
396,Thankful,LP,RCA,67.0,51.0,2003-04-15,"['Pop', 'Teen Pop', 'Pop Rock', 'Contemporary R&B', 'Pop Soul', 'Adult Contemporary']","['female vocals,  anthemic,  rhythmic,  playful,  love,  passionate']",['Kelly Clarkson']
397,Breakaway,LP,RCA,70.0,65.0,2004-11-30,"['Pop Rock', 'Power Pop', 'Teen Pop']","['female vocals,  anthemic,  breakup,  energetic,  lonely,  melodic,  sombre,  introspective']",['Kelly Clarkson']
398,My December,LP,RCA,61.0,59.0,2007-06-26,"['Pop Rock', 'Alternative Rock']","['breakup,  female vocals,  melodic,  passionate,  angry,  melancholic,  dark,  bittersweet,  depressive']",['Kelly Clarkson']
399,All I Ever Wanted,LP,19,,60.0,2009-03-17,"['Pop Rock', 'Electropop', 'Power Pop']","['female vocals,  happy,  uplifting,  melodic,  playful,  energetic']",['Kelly Clarkson']
400,Wrapped in Red,LP,RCA,,65.0,2013-10-29,"['Christmas Music', 'Adult Contemporary', 'Blue-Eyed Soul', 'Traditional Pop', 'Vocal Jazz']","['female vocals,  Christmas,  bittersweet,  warm,  uplifting,  Wall of Sound,  melodic,  love,  longing']",['Kelly Clarkson']
402,Meaning of Life,LP,Atlantic,76.0,61.0,2017-10-27,"['Pop Soul', 'Contemporary R&B', 'Pop Rock']","['energetic,  uplifting,  melodic,  passionate,  introspective,  female vocals,  anthemic,  rhythmic,  playful,  warm']",['Kelly Clarkson']
403,The College Dropout,LP,Roc-A-Fella,79.0,81.0,2004-02-10,"['Chipmunk Soul', 'Pop Rap', 'Conscious Hip Hop', 'Neo-Soul']","['humorous,  playful,  conscious,  sampling,  male vocals,  passionate,  boastful,  satirical,  sarcastic,  melodic,  warm,  introspective,  uplifting,  optimistic,  rhythmic,  concept album,  autumn,  sentimental,  anthemic,  triumphant']",['Kanye West']
404,Late Registration,LP,Roc-A-Fella,83.0,80.0,2005-08-30,"['Hip Hop', 'Pop Rap', 'Conscious Hip Hop', 'Neo-Soul', 'Jazz Rap', 'Chipmunk Soul']","['warm,  sampling,  humorous,  passionate,  male vocals,  conscious,  lush,  introspective,  uplifting,  energetic,  sentimental,  urban,  bittersweet,  rhythmic,  boastful']",['Kanye West']
405,Graduation,LP,Roc-A-Fella,75.0,71.0,2007-09-11,"['Pop Rap', 'Electropop']","['triumphant,  boastful,  uplifting,  anthemic,  optimistic,  male vocals,  sampling,  happy,  energetic,  melodic,  introspective,  party,  urban,  sentimental,  rhythmic,  futuristic,  summer']",['Kanye West']
407,My Beautiful Dark Twisted Fantasy,LP,Roc-A-Fella,92.0,81.0,2010-11-22,"['Pop Rap', 'Hip Hop', 'Art Pop']","['epic,  boastful,  passionate,  sampling,  hedonistic,  vulgar,  anthemic,  melodic,  introspective,  male vocals,  bittersweet,  humorous,  lush,  concept album,  melancholic,  eclectic,  sexual,  alienation,  love,  progressive']",['Kanye West']
408,Yeezus,LP,Good,83.0,75.0,2013-06-18,"['Experimental Hip Hop', 'Industrial Hip Hop', 'Hardcore Hip Hop', 'Electro-Industrial']","['vulgar,  aggressive,  manic,  boastful,  sampling,  energetic,  angry,  noisy,  male vocals,  passionate,  sexual,  hedonistic,  rebellious,  eclectic,  political,  anxious,  rhythmic,  futuristic,  mechanical,  dark,  conscious,  dense,  raw,  avant-garde']",['Kanye West']
409,The Life of Pablo,LP,Good,77.0,74.0,2016-02-14,"['Pop Rap', 'Hip Hop', 'Contemporary R&B', 'Trap', 'Experimental Hip Hop', 'Art Pop']","['boastful,  vulgar,  religious,  sexual,  sampling,  manic,  passionate,  eclectic,  male vocals,  bittersweet,  energetic,  hedonistic,  spiritual,  existential,  introspective,  love,  progressive,  summer,  humorous,  Christian,  anthemic']",['Kanye West']
410,ye,LP,Good,64.0,65.0,2018-06-01,"['Pop Rap', 'Contemporary R&B', 'Neo-Soul', 'Art Pop', 'Experimental Hip Hop']","['introspective,  male vocals,  love,  sampling,  existential,  bittersweet,  passionate,  sentimental,  melancholic,  rhythmic,  conscious,  uplifting,  drugs,  anxious,  mellow,  melodic,  spiritual,  manic,  self-hatred,  depressive,  minimalistic,  atmospheric']",['Kanye West']
411,JESUS IS KING,LP,Good,53.0,48.0,2019-10-25,"['Christian Hip Hop', 'Gospel', 'Pop Rap', 'Alternative R&B']","['Christian,  spiritual,  male vocals,  uplifting,  optimistic,  passionate,  triumphant,  introspective,  conscious,  warm,  rhythmic,  female vocals,  boastful']",['Kanye West']
412,Donda,LP,Good,,69.0,2021-08-29,"['Christian Hip Hop', 'Experimental Hip Hop', 'Trap', 'Gospel', 'Alternative R&B', 'Pop Rap', 'Art Pop']","['Christian,  male vocals,  spiritual,  atmospheric,  introspective,  minimalistic,  dark,  ethereal,  death,  sampling,  conscious,  eclectic,  breakup,  sentimental,  passionate,  love,  bittersweet,  raw,  sombre,  serious,  poetic,  melancholic,  funereal,  longing,  triumphant,  cold,  melodic,  nocturnal,  choral,  repetitive,  surreal,  concept album,  lonely']",['Kanye West']
413,Justified,LP,Jive,67.0,59.0,2002-11-05,"['Contemporary R&B', 'Pop', 'Dance-Pop', 'Synth Funk']","['male vocals,  rhythmic,  warm,  sexual,  love,  party,  urban,  breakup,  melodic,  nocturnal,  longing,  passionate,  lush']",['Justin Timberlake']
414,FutureSex / LoveSounds,LP,RCA Records,,76.0,2006-09-12,"['Dance-Pop', 'Contemporary R&B', 'Electropop', 'Synth Funk', 'Progressive Pop']","['sexual,  love,  male vocals,  rhythmic,  breakup,  melodic,  futuristic,  sensual,  urban,  boastful,  progressive,  nocturnal,  longing,  passionate,  playful,  summer,  party,  lush,  concept album']",['Justin Timberlake']
415,The 20/20 Experience,LP,RCA,50.0,66.0,2013-03-19,"['Contemporary R&B', 'Pop', 'Art Pop', 'Neo-Soul', 'Progressive Pop', 'Electropop']","['romantic,  sexual,  lush,  love,  melodic,  male vocals,  passionate,  playful,  rhythmic,  sensual,  quirky,  longing,  uplifting,  eclectic,  mellow,  soothing,  progressive,  futuristic,  Wall of Sound,  atmospheric']",['Justin Timberlake']
416,The 20/20 Experience: 2 of 2,LP,RCA,,53.0,2013-10-01,"['Contemporary R&B', 'Dance-Pop', 'Electropop', 'Progressive Pop', 'Pop Soul']","['male vocals,  rhythmic,  mellow,  longing,  sexual,  romantic,  uplifting,  melodic,  playful,  progressive,  love,  passionate,  lush,  eclectic,  sensual,  soothing,  quirky']",['Justin Timberlake']
417,Man of the Woods,LP,RCA,50.0,39.0,2018-02-02,"['Contemporary R&B', 'Pop', 'Country Pop', 'Synth Funk', 'Folk Pop', 'Dance-Pop', 'Disco', 'Country', 'Heartland Rock', 'Southern Rock']","['male vocals,  pastoral,  sensual,  rhythmic,  melodic,  repetitive,  mellow,  eclectic,  party']",['Justin Timberlake']
418,Reasonable Doubt,LP,Roc-A-Fella,94.0,78.0,1996-06-25,"['East Coast Hip Hop', 'Boom Bap', 'Gangsta Rap']","['crime,  boastful,  urban,  sombre,  drugs,  male vocals,  serious,  introspective,  rhythmic,  sampling,  existential,  technical,  death,  passionate,  anxious,  violence,  bittersweet,  philosophical,  dark,  party']",['Jay-Z']
420,"In My Lifetime, Vol. 1",LP,Roc-A-Fella,74.0,64.0,1997-11-04,"['East Coast Hip Hop', 'Boom Bap', 'Pop Rap', 'Gangsta Rap']","['boastful,  male vocals,  crime,  introspective,  urban,  rhythmic,  sampling,  triumphant']",['Jay-Z']
423,The Dynasty,LP,Roc-A-Fella,76.0,58.0,2000-10-31,"['East Coast Hip Hop', 'Pop Rap', 'Gangsta Rap', 'Chipmunk Soul']","['male vocals,  crime,  rhythmic,  urban,  boastful']",['Jay-Z']
424,The Blueprint,LP,Roc-A-Fella,81.0,77.0,2001-09-11,"['East Coast Hip Hop', 'Chipmunk Soul', 'Pop Rap', 'Hardcore Hip Hop']","['boastful,  male vocals,  rhythmic,  sampling,  urban,  triumphant,  crime,  introspective,  lush,  sentimental,  eclectic']",['Jay-Z']
425,The Black Album,LP,Roc-A-Fella,78.0,76.0,2003-11-14,"['East Coast Hip Hop', 'Pop Rap', 'Hardcore Hip Hop', 'Hip Hop']","['boastful,  male vocals,  urban,  rhythmic,  crime,  drugs,  triumphant,  bittersweet,  sampling,  conscious,  epic,  introspective']",['Jay-Z']
426,Kingdom Come,LP,Roc-A-Fella,67.0,51.0,2006-11-21,"['East Coast Hip Hop', 'Pop Rap']","['introspective,  rhythmic,  male vocals,  urban,  triumphant,  boastful,  mellow']",['Jay-Z']
427,American Gangster,LP,Roc-A-Fella,81.0,68.0,2007-11-06,"['East Coast Hip Hop', 'Pop Rap', 'Gangsta Rap', 'Chipmunk Soul']","['male vocals,  urban,  sampling,  drugs,  violence,  crime,  boastful,  concept album,  sentimental']",['Jay-Z']
428,The Blueprint,LP,Roc-A-Fella Records,66.0,77.0,2001-09-11,"['East Coast Hip Hop', 'Chipmunk Soul', 'Pop Rap', 'Hardcore Hip Hop']","['boastful,  male vocals,  rhythmic,  sampling,  urban,  triumphant,  crime,  introspective,  lush,  sentimental,  eclectic']",['Jay-Z']
429,Watch the Throne,LP,Def Jam,75.0,63.0,2011-08-08,"['Hip Hop', 'Pop Rap']","['boastful,  male vocals,  sampling,  urban,  rhythmic,  hedonistic,  lush,  triumphant,  energetic,  playful,  rebellious,  epic']","['Jay-Z', 'Kanye West']"
430,Magna Carta... Holy Grail,LP,Roc Nation,60.0,47.0,2013-07-04,"['East Coast Hip Hop', 'Pop Rap']","['boastful,  male vocals,  vulgar,  anxious,  sampling,  melodic,  triumphant,  rhythmic,  cold']",['Jay-Z']
431,Get Rich or Die Tryin',LP,Shady,76.0,62.0,2003-02-06,"['Gangsta Rap', 'East Coast Hip Hop', 'Pop Rap']","['boastful,  crime,  urban,  male vocals,  violence,  vulgar,  drugs,  rhythmic,  sexual,  energetic,  aggressive,  hedonistic,  angry,  sampling,  melodic']",['50 Cent']
432,The Massacre,LP,Shady,60.0,46.0,2005-03-03,"['Gangsta Rap', 'East Coast Hip Hop', 'Pop Rap']","['male vocals,  crime,  rhythmic,  vulgar,  rebellious,  hedonistic,  violence,  urban,  aggressive,  boastful,  sexual,  misanthropic']",['50 Cent']
433,Curtis,LP,Shady,58.0,36.0,2007-09-11,"['Gangsta Rap', 'Pop Rap', 'East Coast Hip Hop']","['crime,  boastful,  male vocals,  introspective,  urban,  violence,  nocturnal,  dark']",['50 Cent']
434,Usher,LP,LaFace,60.0,47.0,1994-08-30,"['Contemporary R&B', 'Pop Soul', 'Teen Pop', 'New Jack Swing']","['sensual,  romantic,  male vocals']",['Usher']
435,My Way,LP,LaFace,80.0,57.0,1997-09-16,"['Contemporary R&B', 'Pop Rap', 'Adult Contemporary']","['rhythmic,  sampling,  sexual,  romantic,  urban,  melodic,  passionate,  male vocals']",['Usher']
436,8701,LP,Arista,66.0,60.0,2001-08-07,['Contemporary R&B'],"['male vocals,  longing,  sexual,  melodic,  love,  boastful']",['Usher']
437,Here I Stand,LP,LaFace,60.0,52.0,2008-05-27,"['Contemporary R&B', 'Pop', 'Pop Soul']",['male vocals'],['Usher']
438,Versus,EP,LaFace,60.0,46.0,2010-08-24,"['Contemporary R&B', 'Pop']",['male vocals'],['Usher']
439,Hard II Love,LP,RCA,66.0,49.0,2016-09-16,"['Contemporary R&B', 'Alternative R&B', 'Electropop', 'Trap']",['male vocals'],['Usher']
440,"""A""",LP,RCA,49.0,50.0,2018-10-12,"['Contemporary R&B', 'Trap', 'Pop Rap']","['male vocals,  melodic,  sexual,  sensual,  mellow']","['Usher', 'Zaytoven']"
441,Mi reflejo,LP,RCA,50.0,52.0,2000-09-12,"['Latin Pop', 'Teen Pop', 'Dance-Pop', 'Contemporary R&B']",['female vocals'],['Christina Aguilera']
442,My Kind of Christmas,LP,RCA,55.0,45.0,2000-10-24,"['Christmas Music', 'Pop', 'Contemporary R&B', 'Pop Soul']","['female vocals,  winter,  Christmas']",['Christina Aguilera']
443,Back to Basics,LP,RCA,66.0,65.0,2006-08-14,"['Contemporary R&B', 'Pop Soul', 'Neo-Soul', 'Jazz Pop', 'Adult Contemporary', 'Swing']","['female vocals,  love,  introspective,  warm,  sexual,  romantic,  urban,  melodic,  playful,  eclectic,  sensual,  sampling,  passionate,  bittersweet,  mellow,  rhythmic']",['Christina Aguilera']
444,Liberation,LP,RCA,66.0,58.0,2018-06-15,"['Contemporary R&B', 'Pop Soul', 'Electropop']","['female vocals,  passionate,  sexual,  uplifting,  sensual,  nocturnal,  atmospheric,  love,  existential,  rebellious,  sentimental,  introspective,  eclectic']",['Christina Aguilera']
445,Love in the Time of Cholera EP,EP,Columbia,,50.0,2008-01-15,['Film Score'],[],['Shakira']
446,Laundry Service,LP,Epic,58.0,62.0,2001-11-13,"['Latin Pop', 'Pop Rock', 'Dance-Pop']","['rhythmic,  female vocals,  uplifting,  passionate,  energetic,  love,  melodic']",['Shakira']
448,Sale el sol,LP,Sony,,59.0,2010-10-19,"['Latin Pop', 'Dance-Pop', 'Merengue', 'Pop Rock', 'Electro latino']",['summer'],['Shakira']
449,She Wolf,LP,Epic,71.0,54.0,2009-10-05,"['Electropop', 'Dance-Pop', 'Latin Pop']","['sexual,  energetic,  warm,  female vocals,  love,  existential,  romantic,  urban,  breakup,  rebellious,  nocturnal']",['Shakira']
450,Shakira.,LP,RCA,,50.0,2014-03-21,"['Pop Rock', 'Electropop', 'Folk Pop', 'Pop Reggae']","['love,  female vocals,  energetic,  party']",['Shakira']
451,El Dorado,LP,Wati B,,44.0,2017-05-26,"['Dance-Pop', 'Latin Pop', 'Reggaeton', 'Electro latino', 'Moombahton', 'Electropop']","['love,  female vocals,  summer,  warm,  urban']",['Shakira']
453,On the 6,LP,Work,60.0,52.0,1999-06-01,"['Pop', 'Latin Pop', 'Contemporary R&B', 'Adult Contemporary', 'Dance-Pop']","['melodic,  female vocals,  love,  passionate,  warm']",['Jennifer Lopez']
455,This Is Me... Then,LP,Epic,67.0,60.0,2002-11-26,"['Pop', 'Contemporary R&B', 'Dance-Pop']",[],['Jennifer Lopez']
456,Rebirth,LP,Epic,46.0,46.0,2005-03-01,"['Contemporary R&B', 'Dance-Pop', 'Pop Rap', 'Latin Pop', 'Adult Contemporary']",[],['Jennifer Lopez']
457,Brave,LP,Epic,50.0,45.0,2007-10-09,"['Dance-Pop', 'Contemporary R&B', 'Funk', 'Nu-Disco', 'Pop Rap']",['female vocals'],['Jennifer Lopez']
458,Como ama una mujer,LP,Epic Records,45.0,63.0,2007-03-27,"['Latin Pop', 'Adult Contemporary']",[],['Jennifer Lopez']
459,Love?,LP,Island,49.0,44.0,2011-05-03,"['Dance-Pop', 'Electro House', 'Contemporary R&B', 'Electropop']","['love,  melodic,  romantic,  urban,  longing,  bittersweet,  sentimental,  introspective,  female vocals']",['Jennifer Lopez']
460,A.K.A.,LP,Capitol,,36.0,2014-06-17,"['Dance-Pop', 'Pop Rap', 'Contemporary R&B', 'Electropop']",[],['Jennifer Lopez']
461,The Diary of Alicia Keys,LP,J,64.0,69.0,2003-12-02,"['Contemporary R&B', 'Neo-Soul', 'Pop Soul']","['female vocals,  love,  melodic,  romantic,  lush']",['Alicia Keys']
463,The Element of Freedom,LP,J,63.0,64.0,2009-12-14,"['Contemporary R&B', 'Pop', 'Neo-Soul', 'Electropop']","['breakup,  melodic,  female vocals,  love,  peaceful,  ballad,  urban,  lyrics,  passionate,  ethereal,  sentimental,  lonely,  optimistic,  calm,  intro,  romantic']",['Alicia Keys']
464,Girl on Fire,LP,RCA,68.0,56.0,2012-11-27,"['Contemporary R&B', 'Pop', 'Adult Contemporary']","['female vocals,  uplifting,  anthemic,  triumphant']",['Alicia Keys']
465,HERE,LP,RCA,74.0,66.0,2016-11-04,"['Neo-Soul', 'Contemporary R&B', 'Pop Soul', 'Conscious Hip Hop']","['soothing,  passionate,  female vocals,  political,  conscious']",['Alicia Keys']
466,Alicia,LP,RCA,64.0,57.0,2020-09-18,"['Contemporary R&B', 'Pop', 'Pop Soul', 'Adult Contemporary']","['female vocals,  melodic,  love,  sentimental,  introspective,  conscious,  romantic,  warm,  soft']",['Alicia Keys']
468,Let Go,LP,Arista,63.0,58.0,2002-06-04,"['Pop Rock', 'Alternative Rock', 'Pop Punk', 'Teen Pop']","['female vocals,  lonely,  melodic,  bittersweet,  introspective,  energetic,  love,  rebellious,  anxious,  passionate,  urban']",['Avril Lavigne']
469,Under My Skin,LP,Arista,58.0,60.0,2004-05-25,"['Pop Rock', 'Post-Grunge', 'Pop Punk', 'Alternative Rock']","['female vocals,  breakup,  passionate,  melodic,  sentimental,  rebellious,  introspective,  lonely,  angry,  sad,  bittersweet,  melancholic,  longing,  dense,  sombre,  anxious,  energetic']",['Avril Lavigne']
470,Head Above Water,LP,BMG,52.0,40.0,2019-02-15,"['Adult Contemporary', 'Pop Rock', 'Pop Soul']","['female vocals,  sentimental,  passionate,  melancholic,  melodic,  love,  anthemic,  lush']",['Avril Lavigne']
471,Circus,LP,Jive,,58.0,2008-12-02,"['Dance-Pop', 'Electropop', 'Contemporary R&B', 'Electroclash']","['female vocals,  sexual,  love,  party,  hedonistic,  sensual,  playful,  energetic,  romantic,  bittersweet,  boastful,  warm,  nocturnal,  melodic,  futuristic']",['Britney Spears']
473,In the Zone,LP,Jive,,61.0,2003-11-18,"['Dance-Pop', 'Contemporary R&B', 'Trip Hop', 'Electropop']","['sexual,  urban,  sensual,  female vocals,  rebellious,  introspective,  party,  hedonistic,  playful,  rhythmic,  lush,  melodic,  love,  boastful,  energetic,  anxious,  futuristic,  passionate']",['Britney Spears']
474,Blackout,LP,Jive,64.0,69.0,2007-10-30,"['Dance-Pop', 'Electropop', 'Contemporary R&B', 'Electroclash']","['sexual,  nocturnal,  dark,  female vocals,  party,  sensual,  aggressive,  mechanical,  futuristic,  rhythmic,  hedonistic,  urban,  anxious,  energetic,  playful,  dense,  sarcastic,  rebellious,  boastful,  melodic,  alienation,  angry,  dissonant,  cold']",['Britney Spears']
475,Glory,LP,RCA,67.0,54.0,2016-08-26,"['Dance-Pop', 'Electropop', 'Tropical House', 'Contemporary R&B', 'Future Bass']","['sensual,  summer,  female vocals,  sexual,  passionate,  warm,  mellow,  uplifting,  playful,  rhythmic,  vulgar,  melodic']",['Britney Spears']
476,Angels,EP,Chrysalis,,63.0,1998-06-24,[],[],['Robbie Williams']
477,Life Thru a Lens,LP,Chrysalis,73.0,59.0,1997-09-29,"['Pop Rock', 'Britpop', 'Alternative Rock']",['male vocals'],['Robbie Williams']
481,Escapology,LP,EMI,55.0,59.0,2002-11-18,"['Pop Rock', 'Britpop']","['hedonistic,  sentimental,  melodic,  bittersweet,  male vocals,  humorous,  sarcastic,  introspective']",['Robbie Williams']
482,Intensive Care,LP,Chrysalis,64.0,55.0,2005-10-24,"['Pop Rock', 'Art Rock', 'Singer/Songwriter', 'Adult Contemporary']","['melodic,  bittersweet']",['Robbie Williams']
483,Rudebox,LP,Chrysalis,56.0,53.0,2006-10-23,"['Pop', 'Electropop', 'Synthpop', 'Dance-Pop']",[],['Robbie Williams']
484,Reality Killed the Video Star,LP,EMI,59.0,57.0,2009-11-09,"['Pop', 'Pop Rock', 'Dance-Pop', 'Synthpop']",['male vocals'],['Robbie Williams']
485,Under the Radar Vol 1,LP,,,60.0,2014-12-08,"['Singer/Songwriter', 'Pop Rock']",['male vocals'],['Robbie Williams']
486,Under the Radar Vol 3,LP,,,57.0,2019-02-14,"['Singer/Songwriter', 'Pop', 'Pop Rock']",[],['Robbie Williams']
487,Music of the Sun,LP,Def Jam,55.0,44.0,2005-08-30,"['Contemporary R&B', 'Pop Reggae', 'Dancehall', 'Pop']","['female vocals,  love,  melodic,  passionate,  breakup']",['Rihanna']
488,A Girl Like Me,LP,Def Jam,58.0,47.0,2006-04-25,"['Contemporary R&B', 'Pop', 'Dance-Pop', 'Pop Reggae']","['female vocals,  breakup,  melodic,  romantic,  bittersweet,  rhythmic,  love,  passionate']",['Rihanna']
489,Good Girl Gone Bad,LP,Def Jam,69.0,60.0,2007-06-05,"['Contemporary R&B', 'Pop', 'Dance-Pop', 'Electropop']","['female vocals,  party,  love,  sampling,  passionate,  sexual,  rhythmic,  uplifting,  playful,  energetic,  bittersweet,  nocturnal,  eclectic,  melodic']",['Rihanna']
490,Rated R,LP,Def Jam,69.0,58.0,2009-11-23,"['Contemporary R&B', 'Pop', 'Pop Rock', 'Pop Rap', 'Dubstep', 'Electropop', 'Dance-Pop']","['female vocals,  introspective,  breakup,  violence,  angry,  dark,  sentimental,  rhythmic,  boastful,  melodic,  longing,  concept album,  sombre,  eclectic']",['Rihanna']
491,Loud,LP,Def Jam,64.0,58.0,2010-11-16,"['Dance-Pop', 'Contemporary R&B', 'Electropop', 'Pop Rock']","['female vocals,  sexual,  melodic,  passionate,  sensual,  energetic,  rhythmic,  warm,  anthemic,  summer,  playful,  uplifting,  love']",['Rihanna']
492,Talk That Talk,LP,Def Jam,,53.0,2011-11-21,"['Dance-Pop', 'Electropop', 'Contemporary R&B']","['female vocals,  sexual,  anthemic,  warm,  sentimental,  energetic,  party,  love,  playful,  longing']",['Rihanna']
493,Unapologetic,LP,Def Jam,60.0,51.0,2012-11-19,"['Contemporary R&B', 'Dance-Pop', 'Brostep', 'Trap', 'Electropop', 'Pop Rap']","['energetic,  sexual,  female vocals,  love,  anthemic,  party,  drugs,  eclectic,  boastful,  bittersweet,  hedonistic,  passionate,  nocturnal']",['Rihanna']
494,ANTI,LP,Westbury Road,70.0,65.0,2016-01-28,"['Alternative R&B', 'Contemporary R&B', 'Pop Soul', 'Pop Rap', 'Electronic']","['love,  female vocals,  sexual,  passionate,  lush,  urban,  breakup,  mellow,  introspective,  romantic,  atmospheric,  sombre,  eclectic,  poetic,  melodic,  nocturnal,  ethereal,  sensual,  longing,  psychedelic,  hypnotic,  boastful']",['Rihanna']
495,Dangerously in Love,LP,Columbia,,55.0,2003-06-24,"['Contemporary R&B', 'Pop', 'Smooth Soul', 'Pop Soul', 'Dance-Pop']","['female vocals,  sensual,  love,  passionate,  rhythmic,  romantic,  mellow,  warm,  uplifting']",['Beyoncé']
498,4,LP,Columbia,70.0,64.0,2011-06-28,"['Contemporary R&B', 'Pop', 'Pop Soul', 'Dance-Pop', 'Neo-Soul']","['female vocals,  love,  sentimental,  romantic,  melodic,  passionate,  longing,  uplifting,  playful,  summer,  warm']",['Beyoncé']
499,Beyoncé,LP,Columbia,92.0,67.0,2013-12-13,"['Contemporary R&B', 'Electropop', 'Alternative R&B', 'Pop Rap', 'Art Pop']","['sexual,  love,  passionate,  female vocals,  melodic,  introspective,  sensual,  urban,  eclectic,  bittersweet,  atmospheric,  warm,  lush,  boastful,  nocturnal,  hedonistic,  longing']",['Beyoncé']
500,Lemonade,LP,Parkwood,90.0,70.0,2016-04-23,"['Contemporary R&B', 'Pop', 'Alternative R&B', 'Pop Rap', 'Art Pop']","['breakup,  introspective,  angry,  concept album,  female vocals,  passionate,  boastful,  eclectic,  triumphant,  love,  conscious,  warm,  bittersweet,  rebellious,  summer,  melodic,  longing,  political,  urban,  melancholic']",['Beyoncé']
501,Infinite,LP,Web,50.0,55.0,1996-11-12,"['Boom Bap', 'Conscious Hip Hop', 'Jazz Rap']","['urban,  male vocals,  lo-fi,  rhythmic,  drugs,  conscious,  introspective,  atmospheric,  nocturnal,  mellow']",['Eminem']
502,The Slim Shady LP,LP,Aftermath,75.0,70.0,1999-02-23,"['Hardcore Hip Hop', 'Horrorcore', 'Comedy Rap']","['vulgar,  humorous,  drugs,  sarcastic,  misanthropic,  crime,  pessimistic,  male vocals,  violence,  hateful,  angry,  dark,  introspective,  sexual,  nihilistic,  rhythmic,  sampling,  playful,  disturbing,  nocturnal,  quirky,  depressive,  self-hatred']",['Eminem']
503,The Marshall Mathers LP,LP,Aftermath,81.0,73.0,2000-05-23,"['Hardcore Hip Hop', 'Horrorcore']","['vulgar,  hateful,  misanthropic,  humorous,  sarcastic,  violence,  drugs,  crime,  angry,  aggressive,  dark,  satirical,  disturbing,  male vocals,  urban,  introspective,  passionate,  pessimistic,  nihilistic,  rhythmic,  rebellious,  boastful,  sexual,  alienation,  concept album,  sampling,  raw,  nocturnal,  alcohol,  ominous,  playful']",['Eminem']
504,The Eminem Show,LP,Aftermath,84.0,67.0,2002-05-28,"['Hip Hop', 'Pop Rap', 'Hardcore Hip Hop', 'Political Hip Hop']","['male vocals,  vulgar,  sarcastic,  humorous,  passionate,  energetic,  rhythmic,  political,  misanthropic,  angry,  sampling,  dark,  sexual,  introspective,  hateful,  violence,  nocturnal']",['Eminem']
505,Encore,LP,Aftermath,62.0,44.0,2004-11-12,"['Hip Hop', 'Pop Rap', 'Comedy Rap', 'Hardcore Hip Hop']","['vulgar,  male vocals,  humorous,  drugs,  playful,  rhythmic,  sexual,  sarcastic,  introspective,  disturbing,  angry,  sampling,  aggressive,  quirky']",['Eminem']
506,Relapse,LP,Aftermath,59.0,50.0,2009-05-19,"['Hip Hop', 'Hardcore Hip Hop', 'Horrorcore', 'Pop Rap']","['male vocals,  humorous,  drugs,  vulgar,  violence,  dark,  nocturnal,  introspective,  rhythmic,  sexual,  disturbing,  death,  crime,  pessimistic,  anxious,  concept album,  hedonistic,  sarcastic,  angry,  misanthropic,  cold,  hateful,  ominous']",['Eminem']
507,Recovery,LP,Aftermath,67.0,46.0,2010-06-22,"['Hip Hop', 'Pop Rap', 'Hardcore Hip Hop']","['male vocals,  drugs,  aggressive,  introspective,  passionate,  serious,  rhythmic,  vulgar,  sampling,  angry,  pessimistic,  melodic,  urban,  bittersweet,  uplifting,  anxious']",['Eminem']
